open,low,high,close,change,changepercent,date miladi,date shamsi
"275,100","275,100","276,080","276,030",990,0.36%,01/11/2021,1400/08/10
"276,030","274,700","276,380","275,040",720,0.26%,31/10/2021,1400/08/09
"275,320","274,300","276,080","275,760",810,0.29%,30/10/2021,1400/08/08
"276,570","276,570","276,570","276,570",100,0.04%,28/10/2021,1400/08/06
"277,020","276,400","277,080","276,670",200,0.07%,27/10/2021,1400/08/05
"275,600","275,400","278,080","276,870",1260,0.46%,26/10/2021,1400/08/04
"275,030","273,900","275,780","275,610",420,0.15%,25/10/2021,1400/08/03
"276,030","276,030","276,030","276,030",1880,0.69%,23/10/2021,1400/08/01
"274,150","274,150","274,150","274,150",60,0.02%,21/10/2021,1400/07/29
"273,660","273,500","274,680","274,210",1150,0.42%,20/10/2021,1400/07/28
"274,150","272,620","274,180","273,060",1690,0.62%,19/10/2021,1400/07/27
"273,570","273,400","275,380","274,750",2220,0.81%,18/10/2021,1400/07/26
"271,450","271,100","273,180","272,530",720,0.26%,17/10/2021,1400/07/25
"272,850","271,100","272,980","271,810",940,0.35%,16/10/2021,1400/07/24
"270,870","270,870","270,870","270,870",170,0.06%,14/10/2021,1400/07/22
"272,410","270,400","272,480","270,700",970,0.36%,13/10/2021,1400/07/21
"270,620","270,100","272,780","271,670",1690,0.62%,12/10/2021,1400/07/20
"275,880","272,610","276,080","273,360",1776,0.65%,11/10/2021,1400/07/19
"275,796","272,907","280,346","275,136",554,0.20%,10/10/2021,1400/07/18
"279,250","275,500","279,380","275,690",3630,1.32%,09/10/2021,1400/07/17
"279,320","279,320","279,320","279,320",2040,0.73%,06/10/2021,1400/07/14
"281,360","281,360","281,360","281,360",20,0.01%,04/10/2021,1400/07/12
"280,040","279,650","281,680","281,380",920,0.33%,03/10/2021,1400/07/11
"281,520","279,480","281,610","280,460",4250,1.52%,02/10/2021,1400/07/10
"283,160","282,550","284,710","284,710",2280,0.81%,30/09/2021,1400/07/08
"281,470","281,270","283,210","282,430",1870,0.67%,29/09/2021,1400/07/07
"277,560","277,550","280,710","280,560",3750,1.35%,28/09/2021,1400/07/06
"276,810","276,810","276,810","276,810",1220,0.44%,26/09/2021,1400/07/04
"276,560","274,850","276,810","275,590",1220,0.44%,25/09/2021,1400/07/03
"275,190","275,050","276,810","276,810",1600,0.58%,23/09/2021,1400/07/01
"274,610","274,450","276,110","275,210",1180,0.43%,22/09/2021,1400/06/31
"274,450","273,650","276,310","274,030",40,0.01%,21/09/2021,1400/06/30
"274,590","273,650","276,310","274,070",360,0.13%,20/09/2021,1400/06/29
"274,130","273,350","274,510","274,430",280,0.10%,19/09/2021,1400/06/28
"272,900","272,850","275,010","274,710",250,0.09%,18/09/2021,1400/06/27
"274,460","274,460","274,460","274,460",50,0.02%,16/09/2021,1400/06/25
"273,570","272,150","274,510","274,510",1340,0.49%,15/09/2021,1400/06/24
"272,210","272,050","274,210","273,170",3240,1.19%,14/09/2021,1400/06/23
"274,410","273,350","277,310","276,410",3280,1.20%,13/09/2021,1400/06/22
"270,510","269,050","273,210","273,130",740,0.27%,12/09/2021,1400/06/21
"277,110","272,250","277,210","272,390",5880,2.16%,11/09/2021,1400/06/20
"278,270","278,270","278,270","278,270",140,0.05%,09/09/2021,1400/06/18
"276,910","276,350","279,010","278,410",1600,0.58%,08/09/2021,1400/06/17
"275,180","275,050","277,310","276,810",3000,1.10%,07/09/2021,1400/06/16
"271,720","270,750","274,010","273,810",2690,0.99%,06/09/2021,1400/06/15
"270,980","269,660","271,510","271,120",450,0.17%,05/09/2021,1400/06/14
"271,110","270,550","272,810","270,670",2240,0.83%,04/09/2021,1400/06/13
"272,910","272,910","272,910","272,910",120,0.04%,02/09/2021,1400/06/11
"271,010","270,850","272,910","272,790",2440,0.90%,01/09/2021,1400/06/10
"273,310","270,050","273,410","270,350",3930,1.45%,31/08/2021,1400/06/09
"273,790","272,250","274,310","274,280",3590,1.33%,30/08/2021,1400/06/08
"273,920","269,350","274,010","270,690",5300,1.96%,29/08/2021,1400/06/07
"281,890","275,490","282,040","275,990",3000,1.09%,28/08/2021,1400/06/06
"278,990","278,990","278,990","278,990",-,-,26/08/2021,1400/06/04
"279,490","277,890","280,240","278,990",500,0.18%,25/08/2021,1400/06/03
"277,390","276,790","280,940","278,490",2000,0.72%,24/08/2021,1400/06/02
"277,220","275,690","278,940","276,490",170,0.06%,23/08/2021,1400/06/01
"274,390","273,690","276,940","276,660",2080,0.76%,22/08/2021,1400/05/31
"274,500","273,490","275,440","274,580",5590,2.08%,21/08/2021,1400/05/30
"268,990","268,990","268,990","268,990",100,0.04%,17/08/2021,1400/05/26
"269,050","268,990","269,140","269,090",40,0.01%,16/08/2021,1400/05/25
"268,990","268,990","269,140","269,130",60,0.02%,15/08/2021,1400/05/24
"263,560","263,490","269,480","269,070",4780,1.81%,14/08/2021,1400/05/23
"264,290","264,290","264,290","264,290",30,0.01%,12/08/2021,1400/05/21
"265,890","262,890","266,840","264,320",1840,0.70%,11/08/2021,1400/05/20
"264,770","263,790","267,630","266,160",2970,1.13%,10/08/2021,1400/05/19
"258,990","258,990","263,940","263,190",4020,1.55%,09/08/2021,1400/05/18
"256,190","256,190","259,940","259,170",2380,0.93%,08/08/2021,1400/05/17
"256,290","252,390","257,440","256,790",510,0.20%,07/08/2021,1400/05/16
"255,628","252,713","261,636","256,280",40,0.02%,05/08/2021,1400/05/14
"256,490","255,790","256,740","256,240",-,-,04/08/2021,1400/05/13
"257,190","254,690","257,340","256,240",1090,0.43%,03/08/2021,1400/05/12
"255,840","255,690","258,140","257,330",2140,0.84%,02/08/2021,1400/05/11
"255,820","254,590","256,640","255,190",300,0.12%,01/08/2021,1400/05/10
"257,190","254,290","257,640","254,890",1100,0.43%,31/07/2021,1400/05/09
"255,990","255,990","255,990","255,990",150,0.06%,28/07/2021,1400/05/06
"251,690","251,690","256,240","256,140",4420,1.76%,27/07/2021,1400/05/05
"250,810","250,690","252,330","251,720",1160,0.46%,26/07/2021,1400/05/04
"247,990","247,890","251,040","250,560",2770,1.12%,25/07/2021,1400/05/03
"247,630","247,490","249,640","247,790",1510,0.61%,24/07/2021,1400/05/02
"246,280","246,280","246,280","246,280",1090,0.44%,22/07/2021,1400/04/31
"245,190","245,190","245,190","245,190",110,0.04%,20/07/2021,1400/04/29
"244,940","244,790","245,440","245,300",630,0.26%,19/07/2021,1400/04/28
"245,490","244,090","245,640","244,670",770,0.31%,18/07/2021,1400/04/27
"246,890","245,190","247,640","245,440",1550,0.63%,17/07/2021,1400/04/26
"246,990","246,990","246,990","246,990",-,-,15/07/2021,1400/04/24
"246,190","246,190","247,940","246,990",880,0.36%,14/07/2021,1400/04/23
"247,590","244,990","247,640","246,110",1380,0.56%,13/07/2021,1400/04/22
"249,590","247,090","249,740","247,490",2310,0.93%,12/07/2021,1400/04/21
"250,120","249,290","250,140","249,800",190,0.08%,11/07/2021,1400/04/20
"249,190","248,790","250,140","249,990",338,0.14%,10/07/2021,1400/04/19
"250,354","247,554","255,536","249,652",558,0.22%,08/07/2021,1400/04/17
"251,050","249,490","251,140","250,210",660,0.26%,07/07/2021,1400/04/16
"250,620","250,010","251,340","250,870",120,0.05%,06/07/2021,1400/04/15
"250,990","250,590","251,640","250,990",1400,0.56%,05/07/2021,1400/04/14
"251,310","249,490","251,340","249,590",1910,0.77%,04/07/2021,1400/04/13
"254,600","251,090","254,640","251,500",10,-,03/07/2021,1400/04/12
"251,510","251,510","251,510","251,510",20,0.01%,01/07/2021,1400/04/10
"253,370","250,690","253,440","251,530",2460,0.98%,30/06/2021,1400/04/09
"250,020","249,990","254,140","253,990",4330,1.73%,29/06/2021,1400/04/08
"248,890","248,890","252,040","249,660",2580,1.04%,28/06/2021,1400/04/07
"246,290","246,290","248,640","247,080",340,0.14%,27/06/2021,1400/04/06
"243,490","243,490","246,940","246,740",4850,2.01%,26/06/2021,1400/04/05
"241,890","241,890","241,890","241,890",-,-,24/06/2021,1400/04/03
"241,690","241,190","242,430","241,890",100,0.04%,23/06/2021,1400/04/02
"243,230","240,790","243,340","241,790",800,0.33%,22/06/2021,1400/04/01
"241,260","241,190","243,140","242,590",1520,0.63%,21/06/2021,1400/03/31
"239,790","239,190","241,440","241,070",1580,0.66%,20/06/2021,1400/03/30
"234,690","234,690","240,440","239,490",4800,2%,19/06/2021,1400/03/29
"244,290","244,290","244,290","244,290",30,0.01%,17/06/2021,1400/03/27
"242,040","241,950","244,640","244,320",2510,1.04%,16/06/2021,1400/03/26
"240,520","239,450","242,250","241,810",1360,0.57%,15/06/2021,1400/03/25
"240,030","239,950","241,250","240,450",710,0.30%,14/06/2021,1400/03/24
"241,010","238,550","241,050","239,740",1250,0.52%,13/06/2021,1400/03/23
"239,050","238,940","241,250","240,990",1760,0.74%,12/06/2021,1400/03/22
"239,230","239,230","239,230","239,230",60,0.03%,10/06/2021,1400/03/20
"240,020","239,140","240,450","239,170",2240,0.94%,09/06/2021,1400/03/19
"241,220","240,440","242,250","241,410",2000,0.84%,08/06/2021,1400/03/18
"239,350","239,140","240,250","239,410",5080,2.17%,07/06/2021,1400/03/17
"234,330","234,330","234,330","234,330",3100,1.32%,03/06/2021,1400/03/13
"238,960","236,640","239,050","237,430",3270,1.40%,02/06/2021,1400/03/12
"234,000","233,970","238,660","234,160",100,0.04%,01/06/2021,1400/03/11
"238,590","232,950","238,660","234,060",4510,1.93%,31/05/2021,1400/03/10
"234,640","234,550","238,660","238,570",3910,1.67%,30/05/2021,1400/03/09
"226,560","226,460","234,660","234,660",8190,3.62%,29/05/2021,1400/03/08
"226,470","226,470","226,470","226,470",5920,2.61%,27/05/2021,1400/03/06
"232,170","231,940","232,750","232,390",240,0.10%,26/05/2021,1400/03/05
"231,980","231,940","234,050","232,150",910,0.39%,25/05/2021,1400/03/04
"231,690","230,140","239,550","231,240",1550,0.67%,24/05/2021,1400/03/03
"230,990","230,940","240,050","232,790",2140,0.93%,23/05/2021,1400/03/02
"229,040","228,940","231,050","230,650",7650,3.43%,22/05/2021,1400/03/01
"223,000","223,000","223,000","223,000",7020,3.15%,20/05/2021,1400/02/30
"232,140","219,980","232,150","230,020",1780,0.78%,19/05/2021,1400/02/29
"228,690","225,940","229,550","228,240",2910,1.27%,18/05/2021,1400/02/28
"228,940","228,440","232,550","231,150",2290,1%,17/05/2021,1400/02/27
"231,490","228,340","231,850","228,860",8360,3.79%,16/05/2021,1400/02/26
"220,760","220,410","221,880","220,500",5350,2.43%,15/05/2021,1400/02/25
"224,160","223,640","226,850","225,850",4000,1.80%,12/05/2021,1400/02/22
"216,080","216,080","223,410","221,850",34,0.02%,11/05/2021,1400/02/21
"216,356","213,024","224,100","221,816",296,0.13%,10/05/2021,1400/02/20
"217,180","217,140","221,550","221,520",5060,2.34%,09/05/2021,1400/02/19
"213,460","213,440","217,050","216,460",9980,4.83%,08/05/2021,1400/02/18
"206,480","206,480","206,480","206,480",10510,5.09%,06/05/2021,1400/02/16
"210,470","210,140","220,050","216,990",3220,1.48%,05/05/2021,1400/02/15
"220,210","220,140","220,250","220,210",150,0.07%,03/05/2021,1400/02/13
"221,830","218,540","223,050","220,360",1350,0.61%,02/05/2021,1400/02/12
"227,490","218,140","228,550","221,710",10600,4.78%,01/05/2021,1400/02/11
"232,310","232,310","232,310","232,310",2910,1.25%,29/04/2021,1400/02/09
"237,170","234,940","237,230","235,220",1990,0.85%,28/04/2021,1400/02/08
"237,550","236,540","237,650","237,210",540,0.23%,27/04/2021,1400/02/07
"238,250","236,440","238,850","236,670",250,0.11%,26/04/2021,1400/02/06
"237,030","236,040","238,050","236,920",400,0.17%,25/04/2021,1400/02/05
"239,120","236,940","239,950","237,320",4020,1.72%,24/04/2021,1400/02/04
"233,300","233,300","233,300","233,300",5340,2.29%,22/04/2021,1400/02/02
"239,280","237,640","239,350","238,640",3200,1.34%,21/04/2021,1400/02/01
"241,970","240,840","242,150","241,840",30,0.01%,20/04/2021,1400/01/31
"238,220","236,540","242,040","241,810",1270,0.53%,19/04/2021,1400/01/30
"245,990","239,740","246,350","240,540",5640,2.34%,18/04/2021,1400/01/29
"246,210","244,740","246,550","246,180",6310,2.63%,17/04/2021,1400/01/28
"239,870","239,870","239,870","239,870",10280,4.29%,15/04/2021,1400/01/26
"248,780","248,740","250,850","250,150",1180,0.47%,14/04/2021,1400/01/25
"249,730","248,440","249,850","248,970",1350,0.54%,13/04/2021,1400/01/24
"249,250","248,140","250,350","250,320",370,0.15%,12/04/2021,1400/01/23
"248,550","248,440","250,850","249,950",2460,0.99%,11/04/2021,1400/01/22
"247,830","247,440","248,850","247,490",2830,1.16%,10/04/2021,1400/01/21
"244,660","244,660","244,660","244,660",3330,1.36%,08/04/2021,1400/01/19
"250,020","247,440","250,050","247,990",2620,1.06%,07/04/2021,1400/01/18
"252,480","250,540","252,550","250,610",1840,0.73%,06/04/2021,1400/01/17
"248,660","248,640","253,550","252,450",3210,1.29%,05/04/2021,1400/01/16
"249,010","247,540","251,050","249,240",220,0.09%,04/04/2021,1400/01/15
"246,150","246,140","250,050","249,460",8060,3.23%,03/04/2021,1400/01/14
"257,490","257,440","257,550","257,520",440,0.17%,31/03/2021,1400/01/11
"257,910","256,140","258,050","257,960",5630,2.23%,30/03/2021,1400/01/10
"252,330","252,330","252,330","252,330",3910,1.55%,28/03/2021,1400/01/08
"253,280","253,240","256,850","256,240",4753,1.89%,27/03/2021,1400/01/07
"251,409","247,411","253,498","251,487",11857,4.95%,25/03/2021,1400/01/05
"239,630","239,630","239,630","239,630",11710,4.89%,18/03/2021,1399/12/28
"249,960","249,940","251,550","251,340",2350,0.94%,17/03/2021,1399/12/27
"248,040","247,940","249,550","248,990",480,0.19%,16/03/2021,1399/12/26
"246,740","246,740","249,550","248,510",1270,0.51%,15/03/2021,1399/12/25
"246,740","245,140","247,350","247,240",700,0.28%,14/03/2021,1399/12/24
"247,520","246,440","247,550","246,540",4120,1.70%,13/03/2021,1399/12/23
"242,420","242,420","242,420","242,420",3410,1.41%,10/03/2021,1399/12/20
"247,450","245,640","247,850","245,830",650,0.26%,09/03/2021,1399/12/19
"247,440","245,140","247,550","246,480",580,0.24%,08/03/2021,1399/12/18
"248,840","246,740","249,850","247,060",700,0.28%,07/03/2021,1399/12/17
"247,420","245,840","248,350","247,760",1150,0.47%,06/03/2021,1399/12/16
"246,610","246,610","246,610","246,610",3150,1.28%,04/03/2021,1399/12/14
"252,440","249,640","252,550","249,760",3330,1.33%,03/03/2021,1399/12/13
"252,610","252,440","253,750","253,090",420,0.17%,02/03/2021,1399/12/12
"253,510","251,340","253,550","252,670",1580,0.63%,01/03/2021,1399/12/11
"254,490","253,340","255,150","254,250",800,0.32%,28/02/2021,1399/12/10
"254,740","251,640","254,850","253,450",5240,2.11%,27/02/2021,1399/12/09
"248,210","248,210","248,210","248,210",5800,2.34%,24/02/2021,1399/12/06
"251,540","251,140","254,550","254,010",2620,1.04%,23/02/2021,1399/12/05
"247,550","247,140","252,050","251,390",6350,2.59%,22/02/2021,1399/12/04
"247,520","244,840","249,050","245,040",2000,0.82%,21/02/2021,1399/12/03
"251,520","247,040","251,750","247,040",4670,1.89%,20/02/2021,1399/12/02
"251,710","251,710","251,710","251,710",7740,3.07%,18/02/2021,1399/11/30
"257,940","257,940","260,550","259,450",1420,0.55%,17/02/2021,1399/11/29
"259,830","257,940","261,050","258,030",3420,1.33%,16/02/2021,1399/11/28
"254,950","254,940","262,050","261,450",6470,2.54%,15/02/2021,1399/11/27
"257,730","253,440","258,050","254,980",2470,0.97%,14/02/2021,1399/11/26
"261,740","257,440","262,550","257,450",10490,4.25%,13/02/2021,1399/11/25
"246,960","246,960","246,960","246,960",5930,2.46%,11/02/2021,1399/11/23
"241,030","241,030","241,030","241,030",10450,4.34%,09/02/2021,1399/11/21
"249,970","249,140","252,050","251,480",1700,0.68%,08/02/2021,1399/11/20
"247,410","246,540","249,850","249,780",5930,2.43%,07/02/2021,1399/11/19
"243,030","242,040","243,850","243,850",6380,2.69%,06/02/2021,1399/11/18
"237,470","237,470","237,470","237,470",1600,0.67%,04/02/2021,1399/11/16
"240,250","238,340","240,250","239,070",420,0.18%,03/02/2021,1399/11/15
"244,830","238,740","244,850","239,490",3990,1.67%,02/02/2021,1399/11/14
"241,980","241,940","244,550","243,480",2630,1.09%,01/02/2021,1399/11/13
"245,040","240,440","245,050","240,850",3590,1.49%,31/01/2021,1399/11/12
"245,610","243,740","247,050","244,440",12330,5.31%,30/01/2021,1399/11/11
"232,110","232,110","232,110","232,110",7540,3.25%,28/01/2021,1399/11/09
"237,550","236,240","240,050","239,650",1620,0.68%,27/01/2021,1399/11/08
"236,540","236,440","242,750","238,030",3720,1.59%,26/01/2021,1399/11/07
"231,830","228,440","234,350","234,310",770,0.33%,25/01/2021,1399/11/06
"235,150","233,040","236,550","233,540",1080,0.46%,24/01/2021,1399/11/05
"232,850","231,140","238,350","234,620",8070,3.56%,23/01/2021,1399/11/04
"226,550","226,550","226,550","226,550",1320,0.58%,21/01/2021,1399/11/02
"235,510","220,440","238,050","227,870",1420,0.63%,20/01/2021,1399/11/01
"219,760","219,740","233,550","226,450",6620,3.01%,19/01/2021,1399/10/30
"213,040","210,740","223,850","219,830",9640,4.39%,18/01/2021,1399/10/29
"229,510","229,440","229,550","229,470",10060,4.38%,16/01/2021,1399/10/27
"239,530","239,530","239,530","239,530",990,0.42%,14/01/2021,1399/10/25
"243,450","237,840","243,450","238,540",5890,2.47%,13/01/2021,1399/10/24
"248,650","244,140","248,750","244,430",4750,1.94%,12/01/2021,1399/10/23
"248,780","248,440","250,050","249,180",440,0.18%,11/01/2021,1399/10/22
"249,460","248,140","251,550","248,740",30,0.01%,10/01/2021,1399/10/21
"247,070","246,240","250,550","248,770",6740,2.71%,09/01/2021,1399/10/20
"255,510","255,510","255,510","255,510",660,0.26%,07/01/2021,1399/10/18
"256,550","254,240","256,550","254,850",3680,1.44%,06/01/2021,1399/10/17
"260,620","257,540","260,650","258,530",2450,0.95%,05/01/2021,1399/10/16
"259,030","258,440","261,050","260,980",2000,0.77%,04/01/2021,1399/10/15
"257,790","257,240","259,050","258,980",1840,0.72%,03/01/2021,1399/10/14
"255,840","255,440","257,550","257,140",846,0.33%,02/01/2021,1399/10/13
"257,301","254,474","260,826","256,294",946,0.37%,31/12/2020,1399/10/11
"257,320","256,940","257,350","257,240",110,0.04%,30/12/2020,1399/10/10
"257,110","257,040","257,750","257,350",200,0.08%,29/12/2020,1399/10/09
"257,550","256,740","257,850","257,150",290,0.11%,28/12/2020,1399/10/08
"257,710","256,840","258,750","257,440",300,0.12%,27/12/2020,1399/10/07
"256,180","256,140","258,550","257,740",880,0.34%,26/12/2020,1399/10/06
"258,620","258,620","258,620","258,620",500,0.19%,24/12/2020,1399/10/04
"259,510","259,040","259,750","259,120",160,0.06%,23/12/2020,1399/10/03
"256,790","256,740","260,050","259,280",2460,0.96%,22/12/2020,1399/10/02
"256,330","255,740","256,950","256,820",780,0.30%,21/12/2020,1399/10/01
"255,450","254,440","257,750","256,040",600,0.23%,20/12/2020,1399/09/30
"254,050","253,940","255,700","255,440",2580,1.01%,19/12/2020,1399/09/29
"258,020","258,020","258,020","258,020",2190,0.85%,17/12/2020,1399/09/27
"257,790","257,740","260,250","260,210",2450,0.95%,16/12/2020,1399/09/26
"259,750","257,740","261,850","257,760",2200,0.85%,15/12/2020,1399/09/25
"256,460","256,440","262,050","259,960",1420,0.55%,14/12/2020,1399/09/24
"259,270","257,440","259,350","258,540",220,0.09%,13/12/2020,1399/09/23
"259,310","257,940","259,750","258,760",1890,0.73%,12/12/2020,1399/09/22
"260,650","260,650","260,650","260,650",500,0.19%,10/12/2020,1399/09/20
"262,520","260,940","262,550","261,150",1530,0.59%,09/12/2020,1399/09/19
"259,250","259,240","264,430","262,680",3420,1.32%,08/12/2020,1399/09/18
"258,440","257,940","259,550","259,260",1050,0.41%,07/12/2020,1399/09/17
"258,530","257,340","259,050","258,210",430,0.17%,06/12/2020,1399/09/16
"257,180","256,440","259,050","258,640",779,0.30%,05/12/2020,1399/09/15
"259,066","253,271","263,185","257,861",3099,1.20%,03/12/2020,1399/09/13
"257,640","257,640","261,540","260,960",2500,0.97%,02/12/2020,1399/09/12
"262,230","254,440","262,250","258,460",4020,1.56%,01/12/2020,1399/09/11
"255,520","255,440","265,050","262,480",7940,3.12%,30/11/2020,1399/09/10
"251,270","251,240","255,050","254,540",3050,1.21%,29/11/2020,1399/09/09
"247,980","245,740","252,050","251,490",3920,1.58%,28/11/2020,1399/09/08
"247,570","247,570","247,570","247,570",610,0.25%,26/11/2020,1399/09/06
"247,780","245,940","247,850","246,960",2510,1.02%,25/11/2020,1399/09/05
"252,950","249,440","253,050","249,470",3560,1.43%,24/11/2020,1399/09/04
"256,820","249,940","256,850","253,030",5990,2.37%,23/11/2020,1399/09/03
"258,250","256,240","259,550","259,020",970,0.38%,22/11/2020,1399/09/02
"258,840","254,140","259,050","258,050",1850,0.72%,21/11/2020,1399/09/01
"256,200","256,200","256,200","256,200",3310,1.29%,19/11/2020,1399/08/29
"258,550","258,440","260,050","259,510",970,0.37%,18/11/2020,1399/08/28
"262,460","258,940","262,550","260,480",2290,0.88%,17/11/2020,1399/08/27
"260,010","258,940","287,550","262,770",2720,1.05%,16/11/2020,1399/08/26
"285,510","259,940","285,550","260,050",25500,9.81%,15/11/2020,1399/08/25
"269,980","252,940","285,550","285,550",17030,6.34%,14/11/2020,1399/08/24
"268,520","268,520","268,520","268,520",4490,1.67%,12/11/2020,1399/08/22
"270,050","269,940","274,000","273,010",40,0.01%,11/11/2020,1399/08/21
"274,510","269,940","276,550","272,970",3020,1.11%,10/11/2020,1399/08/20
"280,510","272,950","280,550","275,990",8730,3.27%,09/11/2020,1399/08/19
"252,050","251,940","277,550","267,260",15300,6.07%,08/11/2020,1399/08/18
"248,040","239,940","255,050","251,960",7471,2.97%,07/11/2020,1399/08/17
"267,752","254,761","272,544","259,431",10559,4.07%,05/11/2020,1399/08/15
"290,940","265,940","291,050","269,990",12430,4.60%,04/11/2020,1399/08/14
"282,420","282,420","282,420","282,420",7520,2.66%,02/11/2020,1399/08/12
"277,020","276,940","290,050","289,940",12980,4.69%,01/11/2020,1399/08/11
"269,480","265,000","285,550","276,960",540,0.19%,31/10/2020,1399/08/10
"277,500","277,500","277,500","277,500",3460,1.25%,29/10/2020,1399/08/08
"280,990","280,940","285,550","280,960",4480,1.59%,28/10/2020,1399/08/07
"285,540","277,940","285,550","285,440",1540,0.54%,27/10/2020,1399/08/06
"285,460","285,430","288,740","286,980",3020,1.05%,26/10/2020,1399/08/05
"290,000","290,000","290,000","290,000",3750,1.29%,24/10/2020,1399/08/03
"293,750","293,750","293,750","293,750",2690,0.92%,22/10/2020,1399/08/01
"297,940","292,930","298,540","296,440",2420,0.82%,21/10/2020,1399/07/30
"280,960","271,930","294,540","294,020",27040,10.13%,20/10/2020,1399/07/29
"294,040","266,930","294,540","266,980",36560,13.69%,19/10/2020,1399/07/28
"319,220","302,930","319,240","303,540",14986,4.94%,18/10/2020,1399/07/27
"322,214","314,958","328,046","318,526",2804,0.88%,15/10/2020,1399/07/24
"317,980","317,930","321,840","321,330",4000,1.26%,14/10/2020,1399/07/23
"317,740","315,230","318,040","317,330",690,0.22%,13/10/2020,1399/07/22
"314,440","314,430","318,540","318,020",3560,1.13%,12/10/2020,1399/07/21
"308,300","307,730","315,040","314,460",5650,1.83%,11/10/2020,1399/07/20
"310,710","306,930","317,740","308,810",16790,5.75%,10/10/2020,1399/07/19
"292,040","291,960","292,060","292,020",4720,1.62%,07/10/2020,1399/07/16
"295,950","294,230","298,640","296,740",780,0.26%,06/10/2020,1399/07/15
"294,140","294,130","297,640","295,960",1750,0.59%,05/10/2020,1399/07/14
"292,550","291,930","294,840","294,210",9180,3.22%,04/10/2020,1399/07/13
"290,020","277,930","290,040","285,030",4010,1.41%,03/10/2020,1399/07/12
"289,040","289,040","289,040","289,040",10690,3.70%,01/10/2020,1399/07/10
"298,610","297,730","300,040","299,730",2000,0.67%,30/09/2020,1399/07/09
"294,060","293,530","298,040","297,730",3490,1.19%,29/09/2020,1399/07/08
"293,600","289,430","295,040","294,240",1060,0.36%,28/09/2020,1399/07/07
"291,260","291,230","295,540","295,300",4060,1.39%,27/09/2020,1399/07/06
"289,410","288,930","291,540","291,240",13270,4.77%,26/09/2020,1399/07/05
"277,970","277,970","277,970","277,970",9470,3.41%,24/09/2020,1399/07/03
"282,450","282,430","288,440","287,440",6510,2.32%,23/09/2020,1399/07/02
"277,660","277,230","281,340","280,930",5960,2.17%,22/09/2020,1399/07/01
"271,770","271,440","275,940","274,970",3110,1.14%,21/09/2020,1399/06/31
"273,960","271,530","274,640","271,860",620,0.23%,20/09/2020,1399/06/30
"268,960","268,930","273,940","272,480",4510,1.68%,19/09/2020,1399/06/29
"267,970","267,970","267,970","267,970",880,0.33%,17/09/2020,1399/06/27
"269,250","267,440","269,650","268,850",170,0.06%,16/09/2020,1399/06/26
"272,160","267,440","273,550","269,020",100,0.04%,15/09/2020,1399/06/25
"262,510","261,480","270,020","268,920",4400,1.66%,14/09/2020,1399/06/24
"267,990","260,480","272,020","264,520",3900,1.47%,13/09/2020,1399/06/23
"264,410","257,000","268,820","268,420",40420,17.73%,12/09/2020,1399/06/22
"228,000","228,000","228,000","228,000",25710,11.28%,10/09/2020,1399/06/20
"254,720","246,680","254,720","253,710",980,0.39%,09/09/2020,1399/06/19
"251,220","251,180","254,720","254,690",3480,1.39%,08/09/2020,1399/06/18
"246,670","246,670","256,020","251,210",4530,1.84%,07/09/2020,1399/06/17
"246,710","245,300","246,710","246,680",-,-,06/09/2020,1399/06/16
"248,410","246,170","248,910","246,680",22160,9.87%,05/09/2020,1399/06/15
"224,520","224,520","224,520","224,520",18580,8.28%,03/09/2020,1399/06/13
"242,970","241,570","243,210","243,100",1170,0.48%,02/09/2020,1399/06/12
"245,370","243,870","246,210","244,270",670,0.28%,01/09/2020,1399/06/11
"242,180","229,470","244,010","243,600",12580,5.45%,31/08/2020,1399/06/10
"231,020","231,020","231,020","231,020",3180,1.38%,27/08/2020,1399/06/06
"234,680","233,670","234,910","234,200",1100,0.47%,26/08/2020,1399/06/05
"235,000","232,070","237,010","235,300",690,0.29%,25/08/2020,1399/06/04
"231,300","230,670","234,710","234,610",3430,1.48%,24/08/2020,1399/06/03
"229,500","220,170","231,510","231,180",1810,0.79%,23/08/2020,1399/06/02
"230,570","229,270","231,310","229,370",4350,1.93%,22/08/2020,1399/06/01
"225,020","225,020","225,020","225,020",5960,2.65%,20/08/2020,1399/05/30
"230,570","229,970","232,010","230,980",3980,1.75%,19/08/2020,1399/05/29
"229,700","226,370","230,210","227,000",370,0.16%,18/08/2020,1399/05/28
"231,180","226,470","231,810","227,370",4600,2.02%,17/08/2020,1399/05/27
"227,010","226,970","233,510","231,970",7460,3.32%,16/08/2020,1399/05/26
"221,780","219,970","224,710","224,510",4010,1.82%,15/08/2020,1399/05/25
"220,500","220,500","220,500","220,500",3970,1.80%,13/08/2020,1399/05/23
"222,480","222,470","226,210","224,470",2000,0.90%,12/08/2020,1399/05/22
"220,980","210,470","223,510","222,470",300,0.14%,11/08/2020,1399/05/21
"224,510","218,470","227,710","222,170",1660,0.75%,10/08/2020,1399/05/20
"209,470","209,470","222,010","220,510",9510,4.31%,09/08/2020,1399/05/19
"230,020","230,020","230,020","230,020",6580,2.86%,06/08/2020,1399/05/16
"234,900","234,870","237,210","236,600",1690,0.72%,05/08/2020,1399/05/15
"232,780","232,770","235,410","234,910",2100,0.90%,04/08/2020,1399/05/14
"232,100","232,070","233,410","232,810",100,0.04%,03/08/2020,1399/05/13
