open,low,high,close,change,changepercent,date miladi,date shamsi
"32,220","32,210","32,370","32,360",190,0.59%,26/10/2014,1393/08/04
"32,110","32,080","32,190","32,170",100,0.31%,25/10/2014,1393/08/03
"32,290","32,260","32,310","32,270",10,0.03%,23/10/2014,1393/08/01
"32,250","32,220","32,280","32,280",60,0.19%,22/10/2014,1393/07/30
"32,290","32,220","32,320","32,220",60,0.19%,21/10/2014,1393/07/29
"32,240","32,200","32,300","32,280",90,0.28%,20/10/2014,1393/07/28
"32,360","32,180","32,360","32,190",150,0.47%,19/10/2014,1393/07/27
"32,370","32,310","32,390","32,340",120,0.37%,18/10/2014,1393/07/26
"32,470","32,460","32,510","32,460",40,0.12%,16/10/2014,1393/07/24
"32,450","32,440","32,560","32,500",60,0.18%,15/10/2014,1393/07/23
"32,550","32,440","32,570","32,440",80,0.25%,14/10/2014,1393/07/22
"32,510","32,480","32,530","32,520",20,0.06%,12/10/2014,1393/07/20
"32,450","32,390","32,510","32,500",-,-,11/10/2014,1393/07/19
"32,500","32,470","32,510","32,500",20,0.06%,09/10/2014,1393/07/17
"32,410","32,410","32,510","32,480",110,0.34%,08/10/2014,1393/07/16
"32,420","32,350","32,420","32,370",20,0.06%,07/10/2014,1393/07/15
"32,300","32,300","32,450","32,390",80,0.25%,06/10/2014,1393/07/14
"32,400","32,290","32,400","32,310",120,0.37%,04/10/2014,1393/07/12
"32,390","32,380","32,440","32,430",30,0.09%,02/10/2014,1393/07/10
"32,460","32,310","32,460","32,400",30,0.09%,01/10/2014,1393/07/09
"32,470","32,420","32,570","32,430",20,0.06%,30/09/2014,1393/07/08
"32,320","32,230","32,460","32,410",60,0.19%,29/09/2014,1393/07/07
"32,610","32,350","32,610","32,350",290,0.90%,28/09/2014,1393/07/06
"32,550","32,460","32,680","32,640",640,2%,27/09/2014,1393/07/05
"32,010","31,940","32,010","32,000",-,-,25/09/2014,1393/07/03
"31,910","31,910","32,020","32,000",60,0.19%,24/09/2014,1393/07/02
"31,910","31,900","32,060","31,940",60,0.19%,23/09/2014,1393/07/01
"31,770","31,760","31,930","31,880",170,0.54%,22/09/2014,1393/06/31
"31,680","31,650","31,740","31,710",40,0.13%,21/09/2014,1393/06/30
"31,790","31,670","31,830","31,670",320,1.01%,20/09/2014,1393/06/29
"32,000","31,970","32,010","31,990",20,0.06%,18/09/2014,1393/06/27
"32,130","31,960","32,160","32,010",130,0.41%,17/09/2014,1393/06/26
"31,930","31,910","32,180","32,140",220,0.69%,16/09/2014,1393/06/25
"32,000","31,870","32,090","31,920",60,0.19%,15/09/2014,1393/06/24
"31,920","31,850","32,010","31,980",70,0.22%,14/09/2014,1393/06/23
"31,750","31,730","31,930","31,910",50,0.16%,13/09/2014,1393/06/22
"31,830","31,830","31,870","31,860",20,0.06%,11/09/2014,1393/06/20
"31,800","31,780","31,860","31,840",50,0.16%,10/09/2014,1393/06/19
"31,760","31,680","31,860","31,790",40,0.13%,09/09/2014,1393/06/18
"32,020","31,740","32,030","31,750",230,0.72%,08/09/2014,1393/06/17
"31,690","31,670","31,980","31,980",300,0.95%,07/09/2014,1393/06/16
"31,550","31,510","31,690","31,680",60,0.19%,06/09/2014,1393/06/15
"31,830","31,720","31,850","31,740",70,0.22%,04/09/2014,1393/06/13
"31,690","31,650","31,850","31,810",90,0.28%,03/09/2014,1393/06/12
"31,750","31,670","31,860","31,720",10,0.03%,02/09/2014,1393/06/11
"31,470","31,470","31,750","31,730",250,0.79%,01/09/2014,1393/06/10
"31,470","31,390","31,500","31,480",20,0.06%,31/08/2014,1393/06/09
"31,580","31,480","31,590","31,500",80,0.25%,30/08/2014,1393/06/08
"31,310","31,300","31,420","31,420",120,0.38%,28/08/2014,1393/06/06
"31,310","31,250","31,330","31,300",-,-,27/08/2014,1393/06/05
"31,280","31,220","31,300","31,300",30,0.10%,26/08/2014,1393/06/04
"31,310","31,210","31,330","31,270",60,0.19%,25/08/2014,1393/06/03
"31,150","31,120","31,350","31,330",170,0.55%,24/08/2014,1393/06/02
"31,190","31,130","31,330","31,160",250,0.81%,23/08/2014,1393/06/01
"30,910","30,890","30,920","30,910",10,0.03%,21/08/2014,1393/05/30
"30,940","30,900","30,960","30,920",10,0.03%,20/08/2014,1393/05/29
"31,040","30,910","31,090","30,930",120,0.39%,19/08/2014,1393/05/28
"31,060","31,030","31,150","31,050",20,0.06%,18/08/2014,1393/05/27
"31,010","30,960","31,070","31,070",50,0.16%,17/08/2014,1393/05/26
"31,080","31,000","31,090","31,020",170,0.55%,16/08/2014,1393/05/25
"31,170","31,170","31,190","31,190",10,0.03%,14/08/2014,1393/05/23
"31,230","31,170","31,230","31,180",90,0.29%,13/08/2014,1393/05/22
"31,210","31,200","31,270","31,270",80,0.26%,12/08/2014,1393/05/21
"31,260","31,190","31,280","31,190",60,0.19%,11/08/2014,1393/05/20
"31,190","31,170","31,290","31,250",30,0.10%,10/08/2014,1393/05/19
"31,290","31,200","31,300","31,220",100,0.32%,09/08/2014,1393/05/18
"31,310","31,310","31,350","31,320",-,-,07/08/2014,1393/05/16
"31,350","31,320","31,370","31,320",80,0.26%,06/08/2014,1393/05/15
"31,380","31,340","31,410","31,400",-,-,05/08/2014,1393/05/14
"31,410","31,370","31,450","31,400",20,0.06%,04/08/2014,1393/05/13
"31,390","31,380","31,490","31,420",20,0.06%,03/08/2014,1393/05/12
"31,330","31,290","31,400","31,400",169,0.54%,02/08/2014,1393/05/11
"31,202","30,874","31,546","31,231",29,0.09%,31/07/2014,1393/05/09
"31,310","31,260","31,310","31,260",30,0.10%,28/07/2014,1393/05/06
"31,350","31,250","31,370","31,290",80,0.26%,27/07/2014,1393/05/05
"31,380","31,320","31,410","31,370",10,0.03%,26/07/2014,1393/05/04
"31,370","31,360","31,390","31,380",10,0.03%,24/07/2014,1393/05/02
"31,340","31,320","31,410","31,390",60,0.19%,23/07/2014,1393/05/01
"31,280","31,240","31,360","31,330",-,-,22/07/2014,1393/04/31
"31,320","31,270","31,350","31,330",-,-,21/07/2014,1393/04/30
"31,280","31,270","31,370","31,330",230,0.73%,20/07/2014,1393/04/29
"31,440","31,430","31,640","31,560",130,0.41%,17/07/2014,1393/04/26
"31,390","31,330","31,430","31,430",70,0.22%,16/07/2014,1393/04/25
"31,180","31,170","31,470","31,360",190,0.61%,15/07/2014,1393/04/24
"31,200","31,110","31,230","31,170",60,0.19%,14/07/2014,1393/04/23
"31,350","31,220","31,350","31,230",130,0.42%,13/07/2014,1393/04/22
"31,200","31,170","31,420","31,360",300,0.97%,12/07/2014,1393/04/21
"31,000","31,000","31,110","31,060",40,0.13%,10/07/2014,1393/04/19
"31,100","31,000","31,140","31,020",30,0.10%,09/07/2014,1393/04/18
"31,190","30,990","31,270","31,050",130,0.42%,08/07/2014,1393/04/17
"31,300","31,140","31,500","31,180",80,0.26%,07/07/2014,1393/04/16
"30,990","30,980","31,310","31,260",310,1%,06/07/2014,1393/04/15
"30,920","30,770","31,010","30,950",310,1%,05/07/2014,1393/04/14
"31,240","31,200","31,340","31,260",10,0.03%,03/07/2014,1393/04/12
"31,360","31,260","31,480","31,270",60,0.19%,02/07/2014,1393/04/11
"31,190","31,110","31,500","31,330",150,0.48%,01/07/2014,1393/04/10
"31,160","30,920","31,230","31,180",40,0.13%,30/06/2014,1393/04/09
"31,160","30,900","31,160","31,140",40,0.13%,29/06/2014,1393/04/08
"31,380","31,080","31,380","31,180",510,1.64%,28/06/2014,1393/04/07
"31,670","31,670","31,700","31,690",40,0.13%,26/06/2014,1393/04/05
"31,650","31,620","31,720","31,650",20,0.06%,25/06/2014,1393/04/04
"31,650","31,600","31,730","31,670",-,-,24/06/2014,1393/04/03
"31,740","31,600","31,770","31,670",50,0.16%,23/06/2014,1393/04/02
"31,880","31,690","31,920","31,720",200,0.63%,22/06/2014,1393/04/01
"32,050","31,790","32,050","31,920",370,1.16%,21/06/2014,1393/03/31
"32,100","32,010","32,290","32,290",180,0.56%,19/06/2014,1393/03/29
"31,980","31,800","32,190","32,110",180,0.56%,18/06/2014,1393/03/28
"32,000","31,900","32,170","31,930",110,0.34%,17/06/2014,1393/03/27
"31,780","31,770","32,110","32,040",250,0.79%,16/06/2014,1393/03/26
"32,050","31,790","32,120","31,790",330,1.04%,15/06/2014,1393/03/25
"32,160","32,120","32,230","32,120",310,0.97%,14/06/2014,1393/03/24
"32,440","32,410","32,440","32,430",20,0.06%,12/06/2014,1393/03/22
"32,420","32,410","32,460","32,450",50,0.15%,11/06/2014,1393/03/21
"32,410","32,340","32,500","32,400",-,-,10/06/2014,1393/03/20
"32,290","32,060","32,400","32,400",80,0.25%,09/06/2014,1393/03/19
"32,430","32,290","32,460","32,320",130,0.40%,08/06/2014,1393/03/18
"32,600","32,350","32,600","32,450",380,1.17%,07/06/2014,1393/03/17
"32,820","32,810","32,830","32,830",30,0.09%,03/06/2014,1393/03/13
"32,810","32,790","32,840","32,800",20,0.06%,02/06/2014,1393/03/12
"32,800","32,790","32,850","32,820",10,0.03%,01/06/2014,1393/03/11
"32,770","32,760","32,830","32,810",40,0.12%,31/05/2014,1393/03/10
"32,790","32,740","32,800","32,770",10,0.03%,29/05/2014,1393/03/08
"32,660","32,620","32,780","32,780",10,0.03%,28/05/2014,1393/03/07
"32,820","32,750","32,830","32,770",60,0.18%,26/05/2014,1393/03/05
"32,850","32,800","32,890","32,830",10,0.03%,25/05/2014,1393/03/04
"32,760","32,700","32,860","32,820",10,0.03%,24/05/2014,1393/03/03
"32,880","32,830","32,920","32,830",40,0.12%,22/05/2014,1393/03/01
"32,880","32,840","32,920","32,870",30,0.09%,21/05/2014,1393/02/31
"32,920","32,860","33,080","32,900",40,0.12%,20/05/2014,1393/02/30
"32,810","32,730","32,950","32,940",120,0.37%,19/05/2014,1393/02/29
"32,740","32,720","32,850","32,820",60,0.18%,18/05/2014,1393/02/28
"33,000","32,680","33,020","32,760",170,0.52%,17/05/2014,1393/02/27
"32,470","32,470","33,020","32,930",480,1.48%,15/05/2014,1393/02/25
"32,390","32,350","32,450","32,450",30,0.09%,14/05/2014,1393/02/24
"32,470","32,450","32,500","32,480",10,0.03%,12/05/2014,1393/02/22
"32,400","32,270","32,610","32,490",130,0.40%,11/05/2014,1393/02/21
"32,570","32,320","32,680","32,360",510,1.58%,10/05/2014,1393/02/20
"32,910","32,860","32,910","32,870",30,0.09%,08/05/2014,1393/02/18
"32,800","32,790","32,930","32,900",10,0.03%,07/05/2014,1393/02/17
"33,030","32,840","33,050","32,910",130,0.40%,06/05/2014,1393/02/16
"33,150","32,930","33,300","33,040",100,0.30%,05/05/2014,1393/02/15
"32,820","32,720","33,160","33,140",360,1.10%,04/05/2014,1393/02/14
"33,100","32,780","33,160","32,780",350,1.07%,03/05/2014,1393/02/13
"33,120","33,100","33,150","33,130",30,0.09%,01/05/2014,1393/02/11
"32,950","32,900","33,100","33,100",120,0.36%,30/04/2014,1393/02/10
"32,940","32,840","33,010","32,980",30,0.09%,29/04/2014,1393/02/09
"32,760","32,590","32,960","32,950",130,0.40%,28/04/2014,1393/02/08
"33,280","32,750","33,390","32,820",530,1.61%,27/04/2014,1393/02/07
"32,780","32,780","33,600","33,350",870,2.68%,26/04/2014,1393/02/06
"32,580","32,350","32,630","32,480",60,0.18%,24/04/2014,1393/02/04
"32,730","32,300","32,900","32,540",110,0.34%,23/04/2014,1393/02/03
"33,200","32,630","33,470","32,650",510,1.56%,22/04/2014,1393/02/02
"32,490","32,490","33,160","33,160",760,2.35%,21/04/2014,1393/02/01
"32,080","31,950","32,400","32,400",310,0.97%,20/04/2014,1393/01/31
"31,820","31,820","32,170","32,090",360,1.13%,19/04/2014,1393/01/30
"31,720","31,670","31,740","31,730",20,0.06%,17/04/2014,1393/01/28
"31,570","31,540","31,780","31,710",150,0.48%,16/04/2014,1393/01/27
"31,840","31,560","32,000","31,560",240,0.76%,15/04/2014,1393/01/26
"31,230","31,230","31,800","31,800",500,1.60%,14/04/2014,1393/01/25
"31,240","31,180","31,380","31,300",90,0.29%,13/04/2014,1393/01/24
"31,150","31,030","31,280","31,210",420,1.36%,12/04/2014,1393/01/23
"30,800","30,790","30,810","30,790",20,0.06%,10/04/2014,1393/01/21
"30,820","30,720","30,900","30,810",10,0.03%,09/04/2014,1393/01/20
"30,960","30,790","31,160","30,800",100,0.32%,08/04/2014,1393/01/19
"30,570","30,540","30,900","30,900",320,1.05%,07/04/2014,1393/01/18
"30,410","30,370","30,650","30,580",150,0.49%,06/04/2014,1393/01/17
"30,490","30,260","30,490","30,430",200,0.66%,05/04/2014,1393/01/16
"30,630","30,600","30,640","30,630",10,0.03%,31/03/2014,1393/01/11
"30,500","30,500","30,650","30,640",150,0.49%,30/03/2014,1393/01/10
"30,480","30,410","30,500","30,490",80,0.26%,29/03/2014,1393/01/09
"30,570","30,570","30,570","30,570",10,0.03%,27/03/2014,1393/01/07
"30,560","30,560","30,690","30,580",80,0.26%,26/03/2014,1393/01/06
"30,400","30,350","30,530","30,500",330,1.09%,25/03/2014,1393/01/05
"30,100","30,100","30,200","30,170",30,0.10%,19/03/2014,1392/12/28
"30,060","30,030","30,150","30,140",140,0.47%,18/03/2014,1392/12/27
"30,000","29,950","30,140","30,000",40,0.13%,17/03/2014,1392/12/26
"30,190","29,960","30,190","29,960",240,0.80%,16/03/2014,1392/12/25
"30,060","29,800","30,250","30,200",240,0.79%,15/03/2014,1392/12/24
"30,390","30,390","30,500","30,440",80,0.26%,13/03/2014,1392/12/22
"30,400","30,290","30,430","30,360",10,0.03%,12/03/2014,1392/12/21
"30,560","30,330","30,640","30,370",180,0.59%,11/03/2014,1392/12/20
"30,750","30,450","30,910","30,550",160,0.52%,10/03/2014,1392/12/19
"30,430","30,360","30,790","30,710",270,0.89%,09/03/2014,1392/12/18
"29,970","29,970","30,440","30,440",20,0.07%,08/03/2014,1392/12/17
"30,470","30,460","30,510","30,460",30,0.10%,06/03/2014,1392/12/15
"30,500","30,430","30,530","30,490",30,0.10%,05/03/2014,1392/12/14
"30,620","30,500","30,620","30,520",120,0.39%,04/03/2014,1392/12/13
"31,000","30,500","31,140","30,640",430,1.40%,03/03/2014,1392/12/12
"30,660","30,630","31,270","31,070",480,1.57%,02/03/2014,1392/12/11
"30,430","30,310","30,600","30,590",490,1.63%,01/03/2014,1392/12/10
"30,120","30,060","30,120","30,100",10,0.03%,27/02/2014,1392/12/08
"29,890","29,860","30,090","30,090",210,0.70%,26/02/2014,1392/12/07
"29,890","29,840","29,960","29,880",20,0.07%,25/02/2014,1392/12/06
"29,860","29,860","30,150","29,900",60,0.20%,24/02/2014,1392/12/05
"29,580","29,580","29,850","29,840",240,0.81%,23/02/2014,1392/12/04
"29,580","29,560","29,620","29,600",100,0.34%,22/02/2014,1392/12/03
"29,520","29,500","29,520","29,500",30,0.10%,20/02/2014,1392/12/01
"29,500","29,500","29,530","29,530",10,0.03%,19/02/2014,1392/11/30
"29,500","29,480","29,540","29,520",-,-,18/02/2014,1392/11/29
"29,540","29,500","29,570","29,520",-,-,17/02/2014,1392/11/28
"29,500","29,440","29,530","29,520",40,0.14%,16/02/2014,1392/11/27
"29,570","29,480","29,570","29,480",50,0.17%,15/02/2014,1392/11/26
"29,530","29,530","29,550","29,530",10,0.03%,13/02/2014,1392/11/24
"29,550","29,480","29,550","29,520",20,0.07%,12/02/2014,1392/11/23
"29,500","29,500","29,510","29,500",10,0.03%,10/02/2014,1392/11/21
"29,450","29,420","29,520","29,510",50,0.17%,09/02/2014,1392/11/20
"29,530","29,430","29,540","29,460",140,0.48%,08/02/2014,1392/11/19
"29,620","29,580","29,630","29,600",10,0.03%,06/02/2014,1392/11/17
"29,500","29,490","29,600","29,590",80,0.27%,05/02/2014,1392/11/16
"29,460","29,460","29,510","29,510",40,0.14%,04/02/2014,1392/11/15
"29,520","29,460","29,530","29,470",70,0.24%,03/02/2014,1392/11/14
"29,460","29,460","29,580","29,540",80,0.27%,02/02/2014,1392/11/13
"29,410","29,400","29,480","29,460",80,0.27%,01/02/2014,1392/11/12
"29,340","29,330","29,400","29,380",30,0.10%,30/01/2014,1392/11/10
"29,410","29,320","29,430","29,350",70,0.24%,29/01/2014,1392/11/09
"29,490","29,420","29,510","29,420",60,0.20%,28/01/2014,1392/11/08
"29,470","29,440","29,510","29,480",10,0.03%,27/01/2014,1392/11/07
"29,460","29,410","29,490","29,490",40,0.14%,26/01/2014,1392/11/06
"29,540","29,410","29,550","29,450",10,0.03%,25/01/2014,1392/11/05
"29,440","29,230","29,750","29,440",40,0.14%,23/01/2014,1392/11/03
"29,480","29,360","29,490","29,400",110,0.37%,22/01/2014,1392/11/02
"29,320","29,280","29,650","29,510",170,0.58%,21/01/2014,1392/11/01
"28,890","28,890","29,380","29,340",20,0.07%,20/01/2014,1392/10/30
"29,360","29,360","29,360","29,360",109,0.37%,18/01/2014,1392/10/28
"29,562","28,926","29,813","29,469",101,0.34%,16/01/2014,1392/10/26
"29,580","29,570","29,610","29,570",-,-,15/01/2014,1392/10/25
"29,640","29,560","29,640","29,570",60,0.20%,14/01/2014,1392/10/24
"29,600","29,600","29,680","29,630",70,0.24%,13/01/2014,1392/10/23
"29,780","29,500","29,780","29,560",230,0.78%,12/01/2014,1392/10/22
"29,840","29,780","29,840","29,790",10,0.03%,11/01/2014,1392/10/21
"29,870","29,490","30,350","29,800",-,-,09/01/2014,1392/10/19
"29,880","29,800","29,910","29,800",100,0.34%,08/01/2014,1392/10/18
"29,850","29,820","29,920","29,900",50,0.17%,07/01/2014,1392/10/17
"29,790","29,790","29,850","29,850",50,0.17%,06/01/2014,1392/10/16
"29,730","29,730","29,820","29,800",60,0.20%,05/01/2014,1392/10/15
"29,770","29,660","29,770","29,740",180,0.61%,04/01/2014,1392/10/14
"29,920","29,920","29,920","29,920",150,0.50%,01/01/2014,1392/10/11
"30,080","30,070","30,080","30,070",10,0.03%,30/12/2013,1392/10/09
"30,160","30,060","30,160","30,060",90,0.30%,29/12/2013,1392/10/08
"29,960","29,960","30,230","30,150",181,0.60%,28/12/2013,1392/10/07
"29,759","29,297","30,448","29,969",41,0.14%,26/12/2013,1392/10/05
"29,660","29,660","30,010","30,010",340,1.15%,25/12/2013,1392/10/04
"29,710","29,630","29,710","29,670",89,0.30%,24/12/2013,1392/10/03
"29,554","29,264","29,758","29,581",21,0.07%,22/12/2013,1392/10/01
"29,420","29,420","29,560","29,560",110,0.37%,21/12/2013,1392/09/30
"29,470","28,975","29,859","29,450",-,-,19/12/2013,1392/09/28
"29,480","29,440","29,480","29,450",40,0.14%,18/12/2013,1392/09/27
"29,460","29,430","29,490","29,490",50,0.17%,17/12/2013,1392/09/26
"29,440","29,420","29,470","29,440",30,0.10%,16/12/2013,1392/09/25
"29,510","29,470","29,510","29,470",50,0.17%,15/12/2013,1392/09/24
"29,600","29,520","29,600","29,520",44,0.15%,14/12/2013,1392/09/23
"29,365","29,071","29,873","29,476",126,0.43%,12/12/2013,1392/09/21
"29,370","29,350","29,370","29,350",40,0.14%,11/12/2013,1392/09/20
"29,480","29,380","29,480","29,390",90,0.31%,10/12/2013,1392/09/19
"29,450","29,440","29,480","29,480",60,0.20%,09/12/2013,1392/09/18
"29,480","29,420","29,490","29,420",40,0.14%,08/12/2013,1392/09/17
"29,450","29,400","29,480","29,460",47,0.16%,07/12/2013,1392/09/16
"29,544","29,132","29,886","29,507",13,0.04%,05/12/2013,1392/09/14
"29,580","29,520","29,580","29,520",30,0.10%,04/12/2013,1392/09/13
"29,470","29,470","29,560","29,550",100,0.34%,03/12/2013,1392/09/12
"29,460","29,400","29,480","29,450",80,0.27%,02/12/2013,1392/09/11
"29,600","29,530","29,600","29,530",-,-,01/12/2013,1392/09/10
"29,600","29,530","29,600","29,530",84,0.28%,30/11/2013,1392/09/09
"29,817","29,261","30,317","29,614",6,0.02%,28/11/2013,1392/09/07
"29,830","29,600","29,830","29,620",280,0.95%,27/11/2013,1392/09/06
"29,650","29,600","29,950","29,900",150,0.50%,26/11/2013,1392/09/05
"29,320","29,200","29,800","29,750",600,2.06%,25/11/2013,1392/09/04
"29,000","28,900","29,150","29,150",250,0.86%,24/11/2013,1392/09/03
"29,850","29,250","29,850","29,400",660,2.24%,23/11/2013,1392/09/02
"30,080","29,730","30,310","30,060",40,0.13%,21/11/2013,1392/08/30
"30,100","30,050","30,100","30,100",50,0.17%,20/11/2013,1392/08/29
"30,070","30,050","30,120","30,050",20,0.07%,19/11/2013,1392/08/28
"29,950","29,950","30,070","30,070",40,0.13%,18/11/2013,1392/08/27
"30,080","29,980","30,080","30,030",70,0.23%,17/11/2013,1392/08/26
"30,120","30,050","30,120","30,100",73,0.24%,16/11/2013,1392/08/25
"30,176","29,669","30,562","30,173",7,0.02%,12/11/2013,1392/08/21
"30,130","30,130","30,180","30,180",30,0.10%,11/11/2013,1392/08/20
"30,150","30,120","30,180","30,150",100,0.33%,10/11/2013,1392/08/19
"30,050","30,050","30,250","30,250",214,0.71%,09/11/2013,1392/08/18
"30,135","29,762","30,364","30,036",114,0.38%,07/11/2013,1392/08/16
"30,150","30,150","30,150","30,150",30,0.10%,06/11/2013,1392/08/15
"30,200","30,150","30,200","30,180",80,0.27%,05/11/2013,1392/08/14
"30,250","30,100","30,250","30,100",200,0.66%,04/11/2013,1392/08/13
"30,350","30,300","30,350","30,300",100,0.33%,03/11/2013,1392/08/12
"30,200","30,200","30,400","30,400",318,1.06%,02/11/2013,1392/08/11
"30,106","29,564","30,304","30,082",32,0.11%,31/10/2013,1392/08/09
"30,050","30,050","30,050","30,050",-,-,30/10/2013,1392/08/08
"30,100","30,050","30,100","30,050",100,0.33%,29/10/2013,1392/08/07
"30,050","30,050","30,150","30,150",50,0.17%,28/10/2013,1392/08/06
"30,050","30,050","30,100","30,100",-,-,27/10/2013,1392/08/05
"30,150","30,050","30,150","30,100",30,0.10%,26/10/2013,1392/08/04
"30,120","29,580","30,310","30,130",30,0.10%,23/10/2013,1392/08/01
"30,100","30,050","30,150","30,100",-,-,22/10/2013,1392/07/30
"30,050","30,000","30,100","30,100",150,0.50%,21/10/2013,1392/07/29
"30,050","29,950","30,100","29,950",200,0.67%,20/10/2013,1392/07/28
"30,150","30,100","30,200","30,150",77,0.26%,19/10/2013,1392/07/27
"30,419","29,803","30,610","30,227",145,0.48%,17/10/2013,1392/07/25
"30,385","30,004","30,816","30,372",22,0.07%,15/10/2013,1392/07/23
"30,300","30,250","30,350","30,350",-,-,14/10/2013,1392/07/22
"30,300","30,150","30,350","30,350",200,0.66%,13/10/2013,1392/07/21
"30,400","30,150","30,400","30,150",200,0.66%,12/10/2013,1392/07/20
"30,430","29,800","30,910","30,350",50,0.16%,10/10/2013,1392/07/18
"30,400","30,400","30,450","30,400",50,0.16%,09/10/2013,1392/07/17
"30,400","30,350","30,400","30,350",150,0.49%,08/10/2013,1392/07/16
"30,450","30,400","30,500","30,500",50,0.16%,07/10/2013,1392/07/15
"30,550","30,350","30,550","30,450",100,0.33%,06/10/2013,1392/07/14
"30,800","30,550","30,800","30,550",31,0.10%,05/10/2013,1392/07/13
"30,324","29,963","30,811","30,519",169,0.56%,03/10/2013,1392/07/11
"30,500","30,350","30,500","30,350",200,0.66%,02/10/2013,1392/07/10
"30,700","30,500","30,700","30,550",-,-,01/10/2013,1392/07/09
"30,500","30,400","30,550","30,550",200,0.66%,30/09/2013,1392/07/08
"30,650","30,250","30,650","30,350",300,0.99%,29/09/2013,1392/07/07
"30,700","30,550","31,000","30,650",200,0.66%,28/09/2013,1392/07/06
"30,680","30,230","30,830","30,450",50,0.16%,26/09/2013,1392/07/04
"30,800","30,500","30,800","30,500",200,0.66%,25/09/2013,1392/07/03
"29,700","29,700","31,250","30,700",1350,4.60%,24/09/2013,1392/07/02
"29,150","29,150","29,500","29,350",-,-,23/09/2013,1392/07/01
"29,400","29,250","29,550","29,350",50,0.17%,22/09/2013,1392/06/31
"29,300","29,000","29,500","29,300",830,2.83%,21/09/2013,1392/06/30
"30,670","29,710","31,210","30,130",670,2.22%,19/09/2013,1392/06/28
"30,950","30,800","31,000","30,800",-,-,18/09/2013,1392/06/27
"30,700","30,700","30,850","30,800",200,0.65%,17/09/2013,1392/06/26
"30,900","30,600","31,050","30,600",700,2.29%,16/09/2013,1392/06/25
"31,600","31,200","31,600","31,300",400,1.28%,15/09/2013,1392/06/24
"31,800","31,700","31,800","31,700",20,0.06%,14/09/2013,1392/06/23
"31,750","31,520","32,170","31,720",80,0.25%,12/09/2013,1392/06/21
"31,750","31,650","31,800","31,800",-,-,11/09/2013,1392/06/20
"31,900","31,750","32,050","31,800",200,0.63%,10/09/2013,1392/06/19
"32,750","32,000","32,750","32,000",850,2.66%,09/09/2013,1392/06/18
"32,850","32,800","32,950","32,850",50,0.15%,08/09/2013,1392/06/17
"32,700","32,700","32,900","32,900",130,0.40%,07/09/2013,1392/06/16
"33,060","32,700","33,570","33,030",170,0.51%,05/09/2013,1392/06/14
"33,050","33,050","33,200","33,200",150,0.45%,04/09/2013,1392/06/13
"32,800","32,800","33,300","33,050",470,1.44%,03/09/2013,1392/06/12
"32,520","31,920","33,000","32,580",180,0.56%,01/09/2013,1392/06/10
"32,550","32,350","32,550","32,400",130,0.40%,31/08/2013,1392/06/09
"32,450","31,960","33,100","32,530",130,0.40%,29/08/2013,1392/06/07
"32,800","32,200","32,800","32,400",600,1.85%,28/08/2013,1392/06/06
"31,800","31,800","33,000","33,000",1250,3.94%,27/08/2013,1392/06/05
"31,250","31,250","31,800","31,750",500,1.60%,26/08/2013,1392/06/04
"31,350","31,150","31,350","31,250",50,0.16%,25/08/2013,1392/06/03
"31,300","31,150","31,300","31,200",-,-,24/08/2013,1392/06/02
"31,230","30,790","31,470","31,200",-,-,22/08/2013,1392/05/31
"31,000","30,950","31,200","31,200",250,0.81%,21/08/2013,1392/05/30
"30,900","30,800","31,000","30,950",50,0.16%,20/08/2013,1392/05/29
"31,450","31,000","31,450","31,000",450,1.45%,19/08/2013,1392/05/28
"31,650","31,450","31,700","31,450",130,0.41%,18/08/2013,1392/05/27
"31,650","31,550","31,650","31,580",120,0.38%,17/08/2013,1392/05/26
"31,900","31,400","32,500","31,700",300,0.95%,15/08/2013,1392/05/24
"32,000","32,000","32,050","32,000",50,0.16%,14/08/2013,1392/05/23
"31,900","31,800","31,950","31,950",-,-,13/08/2013,1392/05/22
"32,100","31,900","32,100","31,950",300,0.94%,12/08/2013,1392/05/21
"32,300","32,200","32,400","32,250",69,0.21%,11/08/2013,1392/05/20
"32,256","31,823","32,762","32,181",31,0.10%,08/08/2013,1392/05/17
"32,300","32,100","32,350","32,150",100,0.31%,07/08/2013,1392/05/16
"32,050","32,050","32,350","32,250",350,1.10%,06/08/2013,1392/05/15
"31,900","31,750","31,950","31,900",100,0.31%,05/08/2013,1392/05/14
"32,150","31,900","32,200","32,000",400,1.25%,04/08/2013,1392/05/13
"32,650","32,400","32,800","32,400",480,1.50%,03/08/2013,1392/05/12
"31,850","31,580","32,340","31,920",120,0.38%,01/08/2013,1392/05/10
"31,750","31,750","31,800","31,800",100,0.32%,31/07/2013,1392/05/09
"31,740","31,200","32,070","31,700",-,-,29/07/2013,1392/05/07
"31,700","31,600","31,750","31,700",100,0.32%,28/07/2013,1392/05/06
"31,900","31,700","31,900","31,800",130,0.41%,27/07/2013,1392/05/05
"31,500","31,010","31,940","31,670",70,0.22%,25/07/2013,1392/05/03
"31,500","31,500","31,650","31,600",50,0.16%,24/07/2013,1392/05/02
"31,300","31,200","31,650","31,650",450,1.44%,23/07/2013,1392/05/01
"31,450","31,150","31,450","31,200",400,1.28%,22/07/2013,1392/04/31
"31,850","31,450","31,850","31,600",450,1.44%,21/07/2013,1392/04/30
